"Activity_Code" "Subject" "Activity_Label" "variable" "mean.activity"
1 2 "WALKING" "fBodyGyro-std()-X" -0.604053019152542
1 2 "WALKING" "fBodyGyro-std()-Y" -0.533046952542373
1 2 "WALKING" "fBodyGyro-std()-Z" -0.559856635084746
1 2 "WALKING" "fBodyAccMag-std()" -0.577105211694915
1 2 "WALKING" "fBodyBodyAccJerkMag-std()" -0.164091969449153
1 2 "WALKING" "fBodyBodyGyroMag-std()" -0.651792839661017
1 2 "WALKING" "fBodyBodyGyroJerkMag-std()" -0.558104554745763
1 3 "WALKING" "tBodyAcc-mean()-X" 0.275567462068966
1 3 "WALKING" "tBodyAcc-mean()-Y" -0.0171767844203448
1 3 "WALKING" "tBodyAcc-mean()-Z" -0.112674859827586
1 3 "WALKING" "tGravityAcc-mean()-X" 0.936506743275862
1 3 "WALKING" "tGravityAcc-mean()-Y" -0.261986357931034
1 3 "WALKING" "tGravityAcc-mean()-Z" -0.138107866258621
1 3 "WALKING" "tBodyAccJerk-mean()-X" 0.0814745882660345
1 3 "WALKING" "tBodyAccJerk-mean()-Y" 0.0100591485
1 3 "WALKING" "tBodyAccJerk-mean()-Z" -0.00562264594827586
1 3 "WALKING" "tBodyGyro-mean()-X" -0.0256405192517241
1 3 "WALKING" "tBodyGyro-mean()-Y" -0.0779150937413793
1 3 "WALKING" "tBodyGyro-mean()-Z" 0.0813485942827586
1 3 "WALKING" "tBodyGyroJerk-mean()-X" -0.0952398165017241
1 3 "WALKING" "tBodyGyroJerk-mean()-Y" -0.0387874651724138
1 3 "WALKING" "tBodyGyroJerk-mean()-Z" -0.0503616100815517
1 3 "WALKING" "tBodyAccMag-mean()" -0.254690333275862
1 3 "WALKING" "tGravityAccMag-mean()" -0.254690333275862
1 3 "WALKING" "tBodyAccJerkMag-mean()" -0.280009317413793
1 3 "WALKING" "tBodyGyroMag-mean()" -0.466411754137931
1 3 "WALKING" "tBodyGyroJerkMag-mean()" -0.566135217931034
1 3 "WALKING" "fBodyAcc-mean()-X" -0.316614011689655
1 3 "WALKING" "fBodyAcc-mean()-Y" -0.0813024353275862
1 3 "WALKING" "fBodyAcc-mean()-Z" -0.412374074482759
1 3 "WALKING" "fBodyAcc-meanFreq()-X" -0.246614196618966
1 3 "WALKING" "fBodyAcc-meanFreq()-Y" 0.171743003017241
1 3 "WALKING" "fBodyAcc-meanFreq()-Z" 0.0748536557377586
1 3 "WALKING" "fBodyAccJerk-mean()-X" -0.304694442551724
1 3 "WALKING" "fBodyAccJerk-mean()-Y" -0.140508590224138
1 3 "WALKING" "fBodyAccJerk-mean()-Z" -0.514137255344828
1 3 "WALKING" "fBodyAccJerk-meanFreq()-X" -0.216042668103448
1 3 "WALKING" "fBodyAccJerk-meanFreq()-Y" -0.258667984862069
1 3 "WALKING" "fBodyAccJerk-meanFreq()-Z" -0.346946648103448
1 3 "WALKING" "fBodyGyro-mean()-X" -0.437845763793103
1 3 "WALKING" "fBodyGyro-mean()-Y" -0.561526265344828
1 3 "WALKING" "fBodyGyro-mean()-Z" -0.418126217413793
1 3 "WALKING" "fBodyGyro-meanFreq()-X" 0.0337596901293103
1 3 "WALKING" "fBodyGyro-meanFreq()-Y" -0.0379896505362069
1 3 "WALKING" "fBodyGyro-meanFreq()-Z" -0.0445079738913793
1 3 "WALKING" "fBodyAccMag-mean()" -0.290031535172414
1 3 "WALKING" "fBodyAccMag-meanFreq()" 0.113494312836207
1 3 "WALKING" "fBodyBodyAccJerkMag-mean()" -0.186764516965517
1 3 "WALKING" "fBodyBodyAccJerkMag-meanFreq()" -0.11716398312069
1 3 "WALKING" "fBodyBodyGyroMag-mean()" -0.569755772241379
1 3 "WALKING" "fBodyBodyGyroMag-meanFreq()" 0.180946463034483
1 3 "WALKING" "fBodyBodyGyroJerkMag-mean()" -0.607751646034483
1 3 "WALKING" "fBodyBodyGyroJerkMag-meanFreq()" 0.0457622957586207
1 3 "WALKING" "tBodyAcc-std()-X" -0.360356726034483
1 3 "WALKING" "tBodyAcc-std()-Y" -0.0699140652103448
1 3 "WALKING" "tBodyAcc-std()-Z" -0.387411994310345
1 3 "WALKING" "tGravityAcc-std()-X" -0.97777159137931
1 3 "WALKING" "tGravityAcc-std()-Y" -0.962355639482759
1 3 "WALKING" "tGravityAcc-std()-Z" -0.952091795
1 3 "WALKING" "tBodyAccJerk-std()-X" -0.26867964387931
1 3 "WALKING" "tBodyAccJerk-std()-Y" -0.0449619594258621
1 3 "WALKING" "tBodyAccJerk-std()-Z" -0.52948611637931
1 3 "WALKING" "tBodyGyro-std()-X" -0.571869560172414
1 3 "WALKING" "tBodyGyro-std()-Y" -0.563793260172414
1 3 "WALKING" "tBodyGyro-std()-Z" -0.476696411551724
1 3 "WALKING" "tBodyGyroJerk-std()-X" -0.385922986034483
1 3 "WALKING" "tBodyGyroJerk-std()-Y" -0.639087984137931
1 3 "WALKING" "tBodyGyroJerk-std()-Z" -0.536664080344828
1 3 "WALKING" "tBodyAccMag-std()" -0.328428936551724
1 3 "WALKING" "tGravityAccMag-std()" -0.328428936551724
1 3 "WALKING" "tBodyAccJerkMag-std()" -0.139916355325862
1 3 "WALKING" "tBodyGyroMag-std()" -0.561510683275862
1 3 "WALKING" "tBodyGyroJerkMag-std()" -0.567371560862069
1 3 "WALKING" "fBodyAcc-std()-X" -0.379276781206897
1 3 "WALKING" "fBodyAcc-std()-Y" -0.124030832001724
1 3 "WALKING" "fBodyAcc-std()-Z" -0.422998473965517
1 3 "WALKING" "fBodyAccJerk-std()-X" -0.296596633103448
1 3 "WALKING" "fBodyAccJerk-std()-Y" -0.00561498755362069
1 3 "WALKING" "fBodyAccJerk-std()-Z" -0.543529108103448
1 3 "WALKING" "fBodyGyro-std()-X" -0.615121369827586
1 3 "WALKING" "fBodyGyro-std()-Y" -0.568888673448276
1 3 "WALKING" "fBodyGyro-std()-Z" -0.545896388103448
1 3 "WALKING" "fBodyAccMag-std()" -0.456373080862069
1 3 "WALKING" "fBodyBodyAccJerkMag-std()" -0.0898519904044828
1 3 "WALKING" "fBodyBodyGyroMag-std()" -0.632643292931034
1 3 "WALKING" "fBodyBodyGyroJerkMag-std()" -0.549087007931034
1 4 "WALKING" "tBodyAcc-mean()-X" 0.278582015166667
1 4 "WALKING" "tBodyAcc-mean()-Y" -0.0148399475341667
1 4 "WALKING" "tBodyAcc-mean()-Z" -0.11140306485
1 4 "WALKING" "tGravityAcc-mean()-X" 0.963999696833333
1 4 "WALKING" "tGravityAcc-mean()-Y" -0.0858540265666667
1 4 "WALKING" "tGravityAcc-mean()-Z" 0.127764112666667
1 4 "WALKING" "tBodyAccJerk-mean()-X" 0.0783529082183333
1 4 "WALKING" "tBodyAccJerk-mean()-Y" 0.00295602428666667
1 4 "WALKING" "tBodyAccJerk-mean()-Z" -0.000767679338333334
1 4 "WALKING" "tBodyGyro-mean()-X" -0.0317982557795
1 4 "WALKING" "tBodyGyro-mean()-Y" -0.0726905278583333
1 4 "WALKING" "tBodyGyro-mean()-Z" 0.0805677161216667
1 4 "WALKING" "tBodyGyroJerk-mean()-X" -0.115321556475
1 4 "WALKING" "tBodyGyroJerk-mean()-Y" -0.0393474489133333
1 4 "WALKING" "tBodyGyroJerk-mean()-Z" -0.0551166852766667
1 4 "WALKING" "tBodyAccMag-mean()" -0.312050574166667
1 4 "WALKING" "tGravityAccMag-mean()" -0.312050574166667
1 4 "WALKING" "tBodyAccJerkMag-mean()" -0.366700879833333
1 4 "WALKING" "tBodyGyroMag-mean()" -0.49779220106
1 4 "WALKING" "tBodyGyroJerkMag-mean()" -0.6813040365
1 4 "WALKING" "fBodyAcc-mean()-X" -0.426719449666667
1 4 "WALKING" "fBodyAcc-mean()-Y" -0.14939963344
1 4 "WALKING" "fBodyAcc-mean()-Z" -0.631005470833333
1 4 "WALKING" "fBodyAcc-meanFreq()-X" -0.13859163673
1 4 "WALKING" "fBodyAcc-meanFreq()-Y" 0.0123477342916667
1 4 "WALKING" "fBodyAcc-meanFreq()-Z" -0.0787892636928333
1 4 "WALKING" "fBodyAccJerk-mean()-X" -0.358883413666667
1 4 "WALKING" "fBodyAccJerk-mean()-Y" -0.279553391533333
1 4 "WALKING" "fBodyAccJerk-mean()-Z" -0.728991595666667
1 4 "WALKING" "fBodyAccJerk-meanFreq()-X" -0.1352803947515
1 4 "WALKING" "fBodyAccJerk-meanFreq()-Y" -0.385880862833333
1 4 "WALKING" "fBodyAccJerk-meanFreq()-Z" -0.325737503675
1 4 "WALKING" "fBodyGyro-mean()-X" -0.373384540666667
1 4 "WALKING" "fBodyGyro-mean()-Y" -0.688460056666667
1 4 "WALKING" "fBodyGyro-mean()-Z" -0.601381129166667
1 4 "WALKING" "fBodyGyro-meanFreq()-X" -0.12715408578
1 4 "WALKING" "fBodyGyro-meanFreq()-Y" -0.27466563765
1 4 "WALKING" "fBodyGyro-meanFreq()-Z" 0.149851534733333
1 4 "WALKING" "fBodyAccMag-mean()" -0.450804558333333
1 4 "WALKING" "fBodyAccMag-meanFreq()" 0.382096409966667
1 4 "WALKING" "fBodyBodyAccJerkMag-mean()" -0.318587811
1 4 "WALKING" "fBodyBodyAccJerkMag-meanFreq()" 0.111486484954333
1 4 "WALKING" "fBodyBodyGyroMag-mean()" -0.609285588016667
1 4 "WALKING" "fBodyBodyGyroMag-meanFreq()" 0.0697301245295
1 4 "WALKING" "fBodyBodyGyroJerkMag-mean()" -0.724327420666667
1 4 "WALKING" "fBodyBodyGyroJerkMag-meanFreq()" 0.26535537398
1 4 "WALKING" "tBodyAcc-std()-X" -0.440829971333333
1 4 "WALKING" "tBodyAcc-std()-Y" -0.0788267367683333
1 4 "WALKING" "tBodyAcc-std()-Z" -0.586252806833333
1 4 "WALKING" "tGravityAcc-std()-X" -0.983826494833333
1 4 "WALKING" "tGravityAcc-std()-Y" -0.967963221
1 4 "WALKING" "tGravityAcc-std()-Z" -0.962968112
1 4 "WALKING" "tBodyAccJerk-std()-X" -0.297042612533333
1 4 "WALKING" "tBodyAccJerk-std()-Y" -0.221165131581667
1 4 "WALKING" "tBodyAccJerk-std()-Z" -0.7513913825
1 4 "WALKING" "tBodyGyro-std()-X" -0.500916659
1 4 "WALKING" "tBodyGyro-std()-Y" -0.665394092833333
1 4 "WALKING" "tBodyGyro-std()-Z" -0.662608226
1 4 "WALKING" "tBodyGyroJerk-std()-X" -0.492341066833333
1 4 "WALKING" "tBodyGyroJerk-std()-Y" -0.807419937
1 4 "WALKING" "tBodyGyroJerk-std()-Z" -0.640454132833333
1 4 "WALKING" "tBodyAccMag-std()" -0.527679103166667
1 4 "WALKING" "tGravityAccMag-std()" -0.527679103166667
1 4 "WALKING" "tBodyAccJerkMag-std()" -0.316918956
1 4 "WALKING" "tBodyGyroMag-std()" -0.553116111166667
1 4 "WALKING" "tBodyGyroJerkMag-std()" -0.7301463685
1 4 "WALKING" "fBodyAcc-std()-X" -0.447234929666667
1 4 "WALKING" "fBodyAcc-std()-Y" -0.101799450565167
1 4 "WALKING" "fBodyAcc-std()-Z" -0.594198325666667
1 4 "WALKING" "fBodyAccJerk-std()-X" -0.29732607245
1 4 "WALKING" "fBodyAccJerk-std()-Y" -0.2099000063
1 4 "WALKING" "fBodyAccJerk-std()-Z" -0.772359087333333
1 4 "WALKING" "fBodyGyro-std()-X" -0.542646759
1 4 "WALKING" "fBodyGyro-std()-Y" -0.654657770166667
1 4 "WALKING" "fBodyGyro-std()-Z" -0.716458475166667
1 4 "WALKING" "fBodyAccMag-std()" -0.651172628166667
1 4 "WALKING" "fBodyBodyAccJerkMag-std()" -0.320458701
1 4 "WALKING" "fBodyBodyGyroMag-std()" -0.593937200833333
1 4 "WALKING" "fBodyBodyGyroJerkMag-std()" -0.757768081166667
1 5 "WALKING" "tBodyAcc-mean()-X" 0.27784234625
1 5 "WALKING" "tBodyAcc-mean()-Y" -0.0172850317482679
1 5 "WALKING" "tBodyAcc-mean()-Z" -0.107741776464286
1 5 "WALKING" "tGravityAcc-mean()-X" 0.972624959821429
1 5 "WALKING" "tGravityAcc-mean()-Y" -0.100440285303571
1 5 "WALKING" "tGravityAcc-mean()-Z" 0.00247623628392857
1 5 "WALKING" "tBodyAccJerk-mean()-X" 0.0845888833571429
1 5 "WALKING" "tBodyAccJerk-mean()-Y" -0.0163194101232143
1 5 "WALKING" "tBodyAccJerk-mean()-Z" 8.32159351785732e-05
1 5 "WALKING" "tBodyGyro-mean()-X" -0.0488919896632143
1 5 "WALKING" "tBodyGyro-mean()-Y" -0.0690135249642857
1 5 "WALKING" "tBodyGyro-mean()-Z" 0.0815435495892857
1 5 "WALKING" "tBodyGyroJerk-mean()-X" -0.0888408355267857
1 5 "WALKING" "tBodyGyroJerk-mean()-Y" -0.0449559531089286
1 5 "WALKING" "tBodyGyroJerk-mean()-Z" -0.0482679596035714
1 5 "WALKING" "tBodyAccMag-mean()" -0.158338674394643
1 5 "WALKING" "tGravityAccMag-mean()" -0.158338674394643
1 5 "WALKING" "tBodyAccJerkMag-mean()" -0.288333024071429
1 5 "WALKING" "tBodyGyroMag-mean()" -0.355933083571429
1 5 "WALKING" "tBodyGyroJerkMag-mean()" -0.444532485357143
1 5 "WALKING" "fBodyAcc-mean()-X" -0.287782607410714
1 5 "WALKING" "fBodyAcc-mean()-Y" 0.00946037755178572
1 5 "WALKING" "fBodyAcc-mean()-Z" -0.490251090714286
1 5 "WALKING" "fBodyAcc-meanFreq()-X" -0.322382010942857
1 5 "WALKING" "fBodyAcc-meanFreq()-Y" -0.00204051097321429
1 5 "WALKING" "fBodyAcc-meanFreq()-Z" 0.0247389728696429
1 5 "WALKING" "fBodyAccJerk-mean()-X" -0.344954806428571
1 5 "WALKING" "fBodyAccJerk-mean()-Y" -0.181055554206071
1 5 "WALKING" "fBodyAccJerk-mean()-Z" -0.590496615535714
1 5 "WALKING" "fBodyAccJerk-meanFreq()-X" -0.359372577678571
1 5 "WALKING" "fBodyAccJerk-meanFreq()-Y" -0.534049822678571
1 5 "WALKING" "fBodyAccJerk-meanFreq()-Z" -0.3441509245
1 5 "WALKING" "fBodyGyro-mean()-X" -0.372668749642857
1 5 "WALKING" "fBodyGyro-mean()-Y" -0.513951718392857
1 5 "WALKING" "fBodyGyro-mean()-Z" -0.213127031035714
1 5 "WALKING" "fBodyGyro-meanFreq()-X" -0.0458601936214286
1 5 "WALKING" "fBodyGyro-meanFreq()-Y" -0.0191860123089286
1 5 "WALKING" "fBodyGyro-meanFreq()-Z" 0.167457819108929
1 5 "WALKING" "fBodyAccMag-mean()" -0.304992488892857
1 5 "WALKING" "fBodyAccMag-meanFreq()" 0.149852522225
1 5 "WALKING" "fBodyBodyAccJerkMag-mean()" -0.269481661080357
1 5 "WALKING" "fBodyBodyAccJerkMag-meanFreq()" -0.00497287788214286
1 5 "WALKING" "fBodyBodyGyroMag-mean()" -0.484262828928571
1 5 "WALKING" "fBodyBodyGyroMag-meanFreq()" 0.250620609769643
1 5 "WALKING" "fBodyBodyGyroJerkMag-mean()" -0.548053574821429
1 5 "WALKING" "fBodyBodyGyroJerkMag-meanFreq()" 0.0527330125375
1 5 "WALKING" "tBodyAcc-std()-X" -0.294098534232143
1 5 "WALKING" "tBodyAcc-std()-Y" 0.0767484028053571
1 5 "WALKING" "tBodyAcc-std()-Z" -0.45702143625
1 5 "WALKING" "tGravityAcc-std()-X" -0.979348381428571
1 5 "WALKING" "tGravityAcc-std()-Y" -0.961585474821429
1 5 "WALKING" "tGravityAcc-std()-Z" -0.964580803928571
1 5 "WALKING" "tBodyAccJerk-std()-X" -0.302891024625
1 5 "WALKING" "tBodyAccJerk-std()-Y" -0.0910397428607143
1 5 "WALKING" "tBodyAccJerk-std()-Z" -0.612895318571429
1 5 "WALKING" "tBodyGyro-std()-X" -0.490877497857143
1 5 "WALKING" "tBodyGyro-std()-Y" -0.504622029821429
1 5 "WALKING" "tBodyGyro-std()-Z" -0.318700615178571
1 5 "WALKING" "tBodyGyroJerk-std()-X" -0.357681403285714
1 5 "WALKING" "tBodyGyroJerk-std()-Y" -0.57143812375
1 5 "WALKING" "tBodyGyroJerk-std()-Z" -0.157682543983929
1 5 "WALKING" "tBodyAccMag-std()" -0.377178733392857
1 5 "WALKING" "tGravityAccMag-std()" -0.377178733392857
1 5 "WALKING" "tBodyAccJerkMag-std()" -0.282242276785714
1 5 "WALKING" "tBodyGyroMag-std()" -0.492176823571429
1 5 "WALKING" "tBodyGyroJerkMag-std()" -0.48919974625
1 5 "WALKING" "fBodyAcc-std()-X" -0.297517355196429
1 5 "WALKING" "fBodyAcc-std()-Y" 0.0426026830839286
1 5 "WALKING" "fBodyAcc-std()-Z" -0.483059957321429
1 5 "WALKING" "fBodyAccJerk-std()-X" -0.3213903195
1 5 "WALKING" "fBodyAccJerk-std()-Y" -0.0545213604089286
1 5 "WALKING" "fBodyAccJerk-std()-Z" -0.633429995714286
